"label"	"p1"	"p2"	"score"
"pos"	"X lead to Y"	"X turn into Y"	"0.0"
"pos"	"X mean Y"	"Y associ with X"	"0.0"
"pos"	"X obtain with Y"	"X achiev with Y"	"0.0"
"pos"	"X present with Y"	"Y caus by X"	"0.0"
"pos"	"X introduc Y"	"X make Y"	"0.0"
"pos"	"X find in Y"	"Y character by X"	"0.0"
"pos"	"X accompani Y"	"X caus by Y"	"0.0"
"pos"	"X manifest by Y"	"Y see in X"	"0.0"
"pos"	"X suggest Y"	"X associ with Y"	"0.0"
"pos"	"X obtain from Y"	"X isol from Y"	"0.0"
"pos"	"X occur in Y"	"X observ in Y"	"0.0"
"pos"	"X character by Y"	"X start with Y"	"0.0"
"pos"	"X introduc Y"	"X produc Y"	"0.0"
"pos"	"X includ Y"	"Y produc by X"	"0.0"
"pos"	"X involv Y"	"Y associ with X"	"0.0"
"pos"	"X occur with Y"	"X associ with Y"	"0.0"
"pos"	"X us in Y"	"X administ for Y"	"0.0"
"pos"	"X prescrib for Y"	"Y reliev by X"	"0.0"
"pos"	"X produc by Y"	"X isol from Y"	"0.0"
"pos"	"X suggest Y"	"Y occur in X"	"0.0"
"pos"	"X follow by Y"	"X associ with Y"	"0.0"
"pos"	"X result in Y"	"X present as Y"	"0.0"
"pos"	"X prepar from Y"	"X compos of Y"	"0.0"
"pos"	"X us for Y"	"X provid from Y"	"0.0"
"pos"	"X confound with Y"	"X mistak for Y"	"0.0"
"pos"	"X reliev by Y"	"X treat with Y"	"0.0"
"pos"	"X control by Y"	"X prevent by Y"	"0.0"
"pos"	"X accompani Y"	"Y mean X"	"0.0"
"pos"	"X develop Y"	"X suffer from Y"	"0.0"
"pos"	"X find in Y"	"Y infect with X"	"0.0"
"pos"	"X present with Y"	"X caus Y"	"0.0"
"pos"	"X follow by Y"	"X altern with Y"	"0.0"
"pos"	"X be in Y"	"Y be with X"	"0.0"
"pos"	"X affect Y"	"X be in Y"	"0.0"
"pos"	"X produc Y"	"X manifest as Y"	"0.0"
"pos"	"X recommend for Y"	"Y treat with X"	"0.0"
"pos"	"X have Y"	"X get Y"	"0.0"
"pos"	"X caus Y"	"X suggest Y"	"0.0"
"pos"	"X treat with Y"	"Y erad X"	"0.0"
"pos"	"X control Y"	"X help Y"	"0.0"
"pos"	"X lead to Y"	"X progress to Y"	"0.0"
"pos"	"X caus by Y"	"Y occur with X"	"0.0"
"pos"	"X control by Y"	"Y erad X"	"0.0"
"pos"	"X accompani by Y"	"Y follow by X"	"0.0"
"pos"	"X provid by Y"	"Y offer X"	"0.0"
"pos"	"X prevent Y"	"Y respond to X"	"0.0"
"pos"	"X treat by Y"	"Y prescrib for X"	"0.0"
"pos"	"X suffer from Y"	"X attack with Y"	"0.0"
"pos"	"X be for Y"	"X requir for Y"	"0.0"
"pos"	"X be in Y"	"X requir for Y"	"0.0"
"pos"	"X need for Y"	"X us for Y"	"0.0"
"pos"	"X destroi Y"	"Y affect by X"	"0.0"
"pos"	"X character by Y"	"X present with Y"	"0.0"
"pos"	"X provid from Y"	"X control Y"	"0.0"
"pos"	"X lead to Y"	"Y develop from X"	"0.0"
"pos"	"X increas Y"	"X produc Y"	"0.0"
"pos"	"X control Y"	"X cure Y"	"0.0"
"pos"	"X caus by Y"	"Y result in X"	"0.0"
"pos"	"X includ Y"	"Y refer to X"	"0.0"
"pos"	"X have Y"	"Y find in X"	"0.0"
"pos"	"X give with Y"	"X us for Y"	"0.0"
"pos"	"X lead to Y"	"X produc Y"	"0.0"
"pos"	"X caus by Y"	"X result from Y"	"0.0"
"pos"	"X develop from Y"	"Y produc X"	"0.0"
"pos"	"X develop from Y"	"Y result in X"	"0.0"
"pos"	"X occur dure Y"	"X occur in Y"	"0.0"
"pos"	"X progress to Y"	"X develop into Y"	"0.0"
"pos"	"X occur after Y"	"Y result in X"	"0.0"
"pos"	"X give Y"	"Y obtain with X"	"0.0"
"pos"	"X help Y"	"X us for Y"	"0.0"
"pos"	"X mask Y"	"X help Y"	"0.0"
"pos"	"X occur after Y"	"X result from Y"	"0.0"
"pos"	"X respond to Y"	"Y reduc X"	"0.0"
"pos"	"X occur after Y"	"Y lead to X"	"0.0"
"pos"	"X cure Y"	"Y cure with X"	"0.0"
"pos"	"X decreas Y"	"X us for Y"	"0.0"
"pos"	"X be in Y"	"Y reliev with X"	"0.0"
"pos"	"X occur in Y"	"Y produc X"	"0.0"
"pos"	"X give for Y"	"X reliev Y"	"0.0"
"pos"	"X prepar from Y"	"X make from Y"	"0.0"
"pos"	"X be in Y"	"X administ to Y"	"0.0"
"pos"	"X need for Y"	"X order for Y"	"0.0"
"pos"	"X make of Y"	"X make from Y"	"0.0"
"pos"	"X enter Y"	"X releas into Y"	"0.0"
"pos"	"X prescrib for Y"	"X give for Y"	"0.0"
"pos"	"X reliev Y"	"X provid from Y"	"0.0"
"pos"	"X be against Y"	"Y treat by X"	"0.0"
"pos"	"X decreas Y"	"Y reliev by X"	"0.0"
"pos"	"X produc Y"	"X introduc Y"	"0.0"
"pos"	"X present with Y"	"Y see in X"	"0.0"
"pos"	"X relat to Y"	"Y produc X"	"0.0"
"pos"	"X us for Y"	"Y manag with X"	"0.0"
"pos"	"X administ for Y"	"X be for Y"	"0.0"
"pos"	"X mistak for Y"	"Y confound with X"	"0.0"
"pos"	"X kill by Y"	"Y be against X"	"0.0"
"pos"	"X control with Y"	"Y cure X"	"0.0"
"pos"	"X associ with Y"	"X give to Y"	"0.0"
"pos"	"X manag with Y"	"X treat by Y"	"0.0"
"pos"	"X reliev by Y"	"X reliev with Y"	"0.0"
"pos"	"X caus Y"	"Y character by X"	"0.0"
"pos"	"X be for Y"	"X provid Y"	"0.0"
"pos"	"X erad Y"	"X us against Y"	"0.0"
"pos"	"X cure with Y"	"Y cure X"	"0.0"
"pos"	"X bring Y"	"X be for Y"	"0.0"
"pos"	"X reliev Y"	"Y reliev by X"	"0.0"
"pos"	"X inject into Y"	"X enter Y"	"0.0"
"pos"	"X metabol in Y"	"X metabol by Y"	"0.0"
"pos"	"X give to Y"	"X follow by Y"	"0.0"
"pos"	"X affect Y"	"X infect Y"	"0.0"
"pos"	"X manag with Y"	"Y reduc X"	"0.0"
"pos"	"X obtain from Y"	"X produc by Y"	"0.0"
"pos"	"X treat with Y"	"X treat by Y"	"0.0"
"pos"	"X character by Y"	"X be in Y"	"0.0"
"pos"	"X complic Y"	"X preced by Y"	"0.0"
"pos"	"X result from Y"	"Y character by X"	"0.0"
"pos"	"X treat by Y"	"X correct with Y"	"0.0"
"pos"	"X turn into Y"	"X develop into Y"	"0.0"
"pos"	"X caus Y"	"X start with Y"	"0.0"
"pos"	"X requir for Y"	"X recommend for Y"	"0.0"
"pos"	"X help Y"	"X mask Y"	"0.0"
"pos"	"X manifest by Y"	"X character by Y"	"0.0"
"pos"	"X give for Y"	"X need for Y"	"0.0"
"pos"	"X give Y"	"Y caus by X"	"0.0"
"pos"	"X unit with Y"	"Y encount X"	"0.0"
"pos"	"X elimin Y"	"Y cure by X"	"0.0"
"pos"	"X confus with Y"	"X differenti from Y"	"0.0"
"pos"	"X help Y"	"Y reliev with X"	"0.0"
"pos"	"X control Y"	"X reduc Y"	"0.0"
"pos"	"X develop after Y"	"Y follow by X"	"0.0"
"pos"	"X give Y"	"X recommend for Y"	"0.0"
"pos"	"X suggest Y"	"Y manifest by X"	"0.0"
"pos"	"X carri Y"	"Y occur in X"	"0.0"
"pos"	"X give for Y"	"X reduc Y"	"0.0"
"pos"	"X kill Y"	"X reduc Y"	"0.0"
"pos"	"X associ with Y"	"Y attribut to X"	"0.0"
"pos"	"X penetr Y"	"Y fertil by X"	"0.0"
"pos"	"X control with Y"	"Y kill X"	"0.0"
"pos"	"X provid Y"	"X be for Y"	"0.0"
"pos"	"X reliev by Y"	"Y be in X"	"0.0"
"pos"	"X produc by Y"	"Y caus X"	"0.0"
"pos"	"X caus by Y"	"X accompani by Y"	"0.0"
"pos"	"X us for Y"	"X give with Y"	"0.0"
"pos"	"X deriv from Y"	"X produc by Y"	"0.0"
"pos"	"X develop Y"	"Y affect X"	"0.0"
"pos"	"X carri by Y"	"X spread by Y"	"0.0"
"pos"	"X provid by Y"	"Y provid X"	"0.0"
"pos"	"X afford by Y"	"X provid by Y"	"0.0"
"pos"	"X control with Y"	"Y erad X"	"0.0"
"pos"	"X control by Y"	"X control with Y"	"0.0"
"pos"	"X need for Y"	"Y treat with X"	"0.0"
"pos"	"X order for Y"	"X be in Y"	"0.0"
"pos"	"X deriv from Y"	"X synthes from Y"	"0.0"
"pos"	"X occur in Y"	"Y have X"	"0.0"
"pos"	"X unit with Y"	"Y meet X"	"0.0"
"pos"	"X caus Y"	"X mean Y"	"0.0"
"pos"	"X affect by Y"	"Y involv X"	"0.0"
"pos"	"X respond to Y"	"Y allevi X"	"0.0"
"pos"	"X base on Y"	"X prepar from Y"	"0.0"
"pos"	"X reliev by Y"	"X requir Y"	"0.0"
"pos"	"X develop from Y"	"X result from Y"	"0.0"
"pos"	"X convert to Y"	"X reduc to Y"	"0.0"
"pos"	"X destroi Y"	"X be against Y"	"0.0"
"pos"	"X us for Y"	"X requir for Y"	"0.0"
"pos"	"X us in Y"	"X us for Y"	"0.0"
"pos"	"X preced by Y"	"X caus Y"	"0.0"
"pos"	"X kill Y"	"Y kill by X"	"0.0"
"pos"	"X wipe Y"	"X prevent Y"	"0.0"
"pos"	"X find in Y"	"X be in Y"	"0.0"
"pos"	"X present as Y"	"Y follow X"	"0.0"
"pos"	"X treat with Y"	"Y mask X"	"0.0"
"pos"	"X erad Y"	"Y control by X"	"0.0"
"pos"	"X give for Y"	"X us in Y"	"0.0"
"pos"	"X stimul Y"	"X promot Y"	"0.0"
"pos"	"X complic Y"	"Y accompani by X"	"0.0"
"pos"	"X caus Y"	"X increas Y"	"0.0"
"pos"	"X caus Y"	"Y precipit by X"	"0.0"
"pos"	"X respond to Y"	"Y prescrib for X"	"0.0"
"pos"	"X see in Y"	"Y accompani by X"	"0.0"
"pos"	"X fertil by Y"	"Y inject into X"	"0.0"
"pos"	"X us as Y"	"Y deriv from X"	"0.0"
"pos"	"X inactiv by Y"	"Y inactiv X"	"0.0"
"pos"	"X treat with Y"	"X affect by Y"	"0.0"
"pos"	"X suffer from Y"	"X develop Y"	"0.0"
"pos"	"X take for Y"	"X give for Y"	"0.0"
"pos"	"X prevent Y"	"X wipe Y"	"0.0"
"pos"	"X cure Y"	"Y cure by X"	"0.0"
"pos"	"X us for Y"	"X take for Y"	"0.0"
"pos"	"X requir Y"	"Y prescrib for X"	"0.0"
"pos"	"X prevent by Y"	"Y protect against X"	"0.0"
"pos"	"X make from Y"	"X base on Y"	"0.0"
"pos"	"X isol from Y"	"X produc by Y"	"0.0"
"pos"	"X need for Y"	"X reliev Y"	"0.0"
"pos"	"X produc Y"	"Y relat to X"	"0.0"
"pos"	"X control with Y"	"Y be against X"	"0.0"
"pos"	"X destroi Y"	"X kill Y"	"0.0"
"pos"	"X lead to Y"	"X contribut to Y"	"0.0"
"pos"	"X requir for Y"	"X be in Y"	"0.0"
"pos"	"X occur in Y"	"Y contain X"	"0.0"
"pos"	"X occur with Y"	"Y lead to X"	"0.0"
"pos"	"X reliev with Y"	"Y take for X"	"0.0"
"pos"	"X need for Y"	"X prescrib for Y"	"0.0"
"pos"	"X produc Y"	"Y occur with X"	"0.0"
"pos"	"X take for Y"	"X help Y"	"0.0"
"pos"	"X obtain from Y"	"X deriv from Y"	"0.0"
"pos"	"X prevent Y"	"X protect from Y"	"0.0"
"pos"	"X prescrib for Y"	"X provid from Y"	"0.0"
"pos"	"X attribut to Y"	"Y associ with X"	"0.0"
"pos"	"X preced Y"	"Y character by X"	"0.0"
"pos"	"X transmit Y"	"Y spread by X"	"0.0"
"pos"	"X give Y"	"X caus Y"	"0.0"
"pos"	"X convert Y"	"X break Y"	"0.0"
"pos"	"X develop into Y"	"X progress to Y"	"0.0"
"pos"	"X control by Y"	"X reliev by Y"	"0.0"
"pos"	"X us in Y"	"X need for Y"	"0.0"
"pos"	"X affect Y"	"Y be with X"	"0.0"
"pos"	"X occur from Y"	"Y produc X"	"0.0"
"pos"	"X reduc Y"	"Y reliev by X"	"0.0"
"pos"	"X compos of Y"	"X prepar from Y"	"0.0"
"pos"	"X caus by Y"	"Y aggrav X"	"0.0"
"pos"	"X be in Y"	"Y caus X"	"0.0"
"pos"	"X mask Y"	"Y control with X"	"0.0"
"pos"	"X convert into Y"	"X reduc to Y"	"0.0"
"pos"	"X attribut to Y"	"X be in Y"	"0.0"
"pos"	"X recommend for Y"	"X administ for Y"	"0.0"
"pos"	"X produc Y"	"Y secret by X"	"0.0"
"pos"	"X control with Y"	"Y prevent X"	"0.0"
"pos"	"X produc Y"	"X increas Y"	"0.0"
"pos"	"X contain Y"	"X have Y"	"0.0"
"pos"	"X administ for Y"	"X give for Y"	"0.0"
"pos"	"X requir for Y"	"Y respond to X"	"0.0"
"pos"	"X accompani Y"	"Y develop with X"	"0.0"
"pos"	"X accompani Y"	"X complic Y"	"0.0"
"pos"	"X associ with Y"	"X develop from Y"	"0.0"
"pos"	"X occur in Y"	"X present with Y"	"0.0"
"pos"	"X be in Y"	"Y present with X"	"0.0"
"pos"	"X consist of Y"	"X begin with Y"	"0.0"
"pos"	"X follow Y"	"X develop after Y"	"0.0"
"pos"	"X reliev by Y"	"Y prescrib for X"	"0.0"
"pos"	"X associ with Y"	"Y result in X"	"0.0"
"pos"	"X requir for Y"	"X us in Y"	"0.0"
"pos"	"X be against Y"	"X us in Y"	"0.0"
"pos"	"X enter Y"	"X reach Y"	"0.0"
"pos"	"X order for Y"	"X reduc Y"	"0.0"
"pos"	"X erad Y"	"X be against Y"	"0.0"
"pos"	"X make from Y"	"X deriv from Y"	"0.0"
"pos"	"X give Y"	"X expos to Y"	"0.0"
"pos"	"X die from Y"	"X die of Y"	"0.0"
"pos"	"X us for Y"	"X recommend for Y"	"0.0"
"pos"	"X releas into Y"	"X secret into Y"	"0.0"
"pos"	"X confus with Y"	"Y confound with X"	"0.0"
"pos"	"X suffer from Y"	"X get Y"	"0.0"
"pos"	"X associ with Y"	"Y associ with X"	"0.0"
"pos"	"X relat to Y"	"Y caus X"	"0.0"
"pos"	"X be in Y"	"Y control with X"	"0.0"
"pos"	"X suggest Y"	"Y accompani by X"	"0.0"
"pos"	"X licens for Y"	"X be for Y"	"0.0"
"pos"	"X result in Y"	"X accompani by Y"	"0.0"
"pos"	"X give to Y"	"X us in Y"	"0.0"
"pos"	"X caus by Y"	"X involv Y"	"0.0"
"pos"	"X caus by Y"	"Y give X"	"0.0"
"pos"	"X give Y"	"X indic for Y"	"0.0"
"pos"	"X preced by Y"	"X complic Y"	"0.0"
"pos"	"X involv Y"	"X defin as Y"	"0.0"
"pos"	"X give for Y"	"X take for Y"	"0.0"
"pos"	"X find in Y"	"Y associ with X"	"0.0"
"pos"	"X have Y"	"X us for Y"	"0.0"
"pos"	"X see in Y"	"X caus by Y"	"0.0"
"pos"	"X us for Y"	"X help Y"	"0.0"
"pos"	"X us in Y"	"Y take X"	"0.0"
"pos"	"X caus Y"	"X lead to Y"	"0.0"
"pos"	"X control with Y"	"X treat by Y"	"0.0"
"pos"	"X bring Y"	"X caus Y"	"0.0"
"pos"	"X accompani by Y"	"X result in Y"	"0.0"
"pos"	"X develop Y"	"Y be in X"	"0.0"
"pos"	"X lead to Y"	"X complic by Y"	"0.0"
"pos"	"X character by Y"	"X mean Y"	"0.0"
"pos"	"X associ with Y"	"Y give X"	"0.0"
"pos"	"X be in Y"	"X describ as Y"	"0.0"
"pos"	"X us for Y"	"X be against Y"	"0.0"
"pos"	"X find Y"	"X discov Y"	"0.0"
"pos"	"X reserv for Y"	"Y treat by X"	"0.0"
"pos"	"X creat Y"	"X produc Y"	"0.0"
"pos"	"X administ for Y"	"Y reliev by X"	"0.0"
"pos"	"X develop Y"	"Y occur in X"	"0.0"
"pos"	"X give to Y"	"Y take X"	"0.0"
"pos"	"X involv Y"	"X occur in Y"	"0.0"
"pos"	"X result from Y"	"Y associ with X"	"0.0"
"pos"	"X improv Y"	"Y reliev by X"	"0.0"
"pos"	"X give as Y"	"X us as Y"	"0.0"
"pos"	"X confound with Y"	"X confus with Y"	"0.0"
"pos"	"X offer Y"	"X provid Y"	"0.0"
"pos"	"X contain Y"	"Y find in X"	"0.0"
"pos"	"X control Y"	"X be in Y"	"0.0"
"pos"	"X take for Y"	"X prescrib for Y"	"0.0"
"pos"	"X licens for Y"	"X us for Y"	"0.0"
"pos"	"X help Y"	"X prescrib for Y"	"0.0"
"pos"	"X allevi Y"	"X prescrib for Y"	"0.0"
"pos"	"X base on Y"	"X make from Y"	"0.0"
"pos"	"X induc by Y"	"Y produc X"	"0.0"
"pos"	"X result in Y"	"X produc Y"	"0.0"
"pos"	"X join with Y"	"Y unit with X"	"0.0"
"pos"	"X help Y"	"Y manag with X"	"0.0"
"pos"	"X provid Y"	"Y obtain with X"	"0.0"
"pos"	"X secret by Y"	"X produc by Y"	"0.0"
"pos"	"X have Y"	"X us as Y"	"0.0"
"pos"	"X begin as Y"	"Y complic X"	"0.0"
"pos"	"X present with Y"	"Y suggest X"	"0.0"
"pos"	"X be in Y"	"X caus by Y"	"0.0"
"pos"	"X allevi Y"	"Y respond to X"	"0.0"
"pos"	"X consist of Y"	"Y us as X"	"0.0"
"pos"	"X associ with Y"	"Y refer to X"	"0.0"
"pos"	"X reliev with Y"	"Y mask X"	"0.0"
"pos"	"X erad Y"	"X elimin Y"	"0.0"
"pos"	"X reduc Y"	"Y control by X"	"0.0"
"pos"	"X allevi Y"	"X decreas Y"	"0.0"
"pos"	"X character by Y"	"Y result from X"	"0.0"
"pos"	"X produc Y"	"X secret Y"	"0.0"
"pos"	"X follow Y"	"X character by Y"	"0.0"
"pos"	"X reduc Y"	"X indic for Y"	"0.0"
"pos"	"X elimin Y"	"X prevent Y"	"0.0"
"pos"	"X treat with Y"	"Y order for X"	"0.0"
"pos"	"X reduc Y"	"X reliev Y"	"0.0"
"pos"	"X be after Y"	"X follow Y"	"0.0"
"pos"	"X reduc Y"	"Y reliev with X"	"0.0"
"pos"	"X be against Y"	"Y control by X"	"0.0"
"pos"	"X occur in Y"	"Y occur with X"	"0.0"
"pos"	"X infect with Y"	"Y occur in X"	"0.0"
"pos"	"X give Y"	"X bring Y"	"0.0"
"pos"	"X contract Y"	"X get Y"	"0.0"
"pos"	"X character by Y"	"X result from Y"	"0.0"
"pos"	"X increas Y"	"X caus Y"	"0.0"
"pos"	"X need for Y"	"Y treat by X"	"0.0"
"pos"	"X manag with Y"	"Y prescrib for X"	"0.0"
"pos"	"X progress to Y"	"X associ with Y"	"0.0"
"pos"	"X occur with Y"	"Y result in X"	"0.0"
"pos"	"X need for Y"	"X control Y"	"0.0"
"pos"	"X correct by Y"	"X correct with Y"	"0.0"
"pos"	"X correct by Y"	"X treat with Y"	"0.0"
"pos"	"X associ with Y"	"Y find in X"	"0.0"
"pos"	"X defin as Y"	"Y associ with X"	"0.0"
"pos"	"X make Y"	"Y produc by X"	"0.0"
"pos"	"X prescrib for Y"	"X control Y"	"0.0"
"pos"	"X obtain with Y"	"Y offer X"	"0.0"
"pos"	"X precipit by Y"	"Y caus X"	"0.0"
"pos"	"X need for Y"	"X give for Y"	"0.0"
"pos"	"X result from Y"	"X produc by Y"	"0.0"
"pos"	"X treat with Y"	"X correct by Y"	"0.0"
"pos"	"X describ as Y"	"X be in Y"	"0.0"
"pos"	"X contribut to Y"	"Y caus by X"	"0.0"
"pos"	"X order for Y"	"Y control by X"	"0.0"
"pos"	"X differ from Y"	"Y differ from X"	"0.0"
"pos"	"X see in Y"	"Y character by X"	"0.0"
"pos"	"X associ with Y"	"Y manifest as X"	"0.0"
"pos"	"X present as Y"	"Y be in X"	"0.0"
"pos"	"X order for Y"	"Y treat with X"	"0.0"
"pos"	"X give Y"	"Y us in X"	"0.0"
"pos"	"X be from Y"	"Y caus X"	"0.0"
"pos"	"X develop from Y"	"X associ with Y"	"0.0"
"pos"	"X character by Y"	"X manifest by Y"	"0.0"
"pos"	"X contribut to Y"	"X lead to Y"	"0.0"
"pos"	"X control Y"	"Y cure with X"	"0.0"
"pos"	"X contain Y"	"Y occur in X"	"0.0"
"pos"	"X requir for Y"	"Y reliev by X"	"0.0"
"pos"	"X associ with Y"	"X produc by Y"	"0.0"
"pos"	"X prevent Y"	"X prescrib for Y"	"0.0"
"pos"	"X treat Y"	"Y treat with X"	"0.0"
"pos"	"X make from Y"	"X consist of Y"	"0.0"
"pos"	"X fertil Y"	"X enter Y"	"0.0"
"pos"	"X deriv from Y"	"Y us as X"	"0.0"
"pos"	"X affect by Y"	"Y erad X"	"0.0"
"pos"	"X character by Y"	"Y caus X"	"0.0"
"pos"	"X enter Y"	"X inject into Y"	"0.0"
"pos"	"X start with Y"	"X character by Y"	"0.0"
"pos"	"X treat with Y"	"X correct with Y"	"0.0"
"pos"	"X manifest by Y"	"Y caus by X"	"0.0"
"pos"	"X releas Y"	"Y produc by X"	"0.0"
"pos"	"X penetr Y"	"X inject into Y"	"0.0"
"pos"	"X complic with Y"	"Y complic X"	"0.0"
"pos"	"X suggest Y"	"Y lead to X"	"0.0"
"pos"	"X follow by Y"	"Y develop after X"	"0.0"
"pos"	"X reliev by Y"	"Y reliev X"	"0.0"
"pos"	"X combin with Y"	"X meet Y"	"0.0"
"pos"	"X administ to Y"	"X us in Y"	"0.0"
"pos"	"X contain Y"	"Y be in X"	"0.0"
"pos"	"X provid Y"	"X give Y"	"0.0"
"pos"	"X be in Y"	"X administ for Y"	"0.0"
"pos"	"X treat with Y"	"X take Y"	"0.0"
"pos"	"X caus by Y"	"X occur with Y"	"0.0"
"pos"	"X confus with Y"	"X confound with Y"	"0.0"
"pos"	"X overcom by Y"	"X treat by Y"	"0.0"
"pos"	"X produc Y"	"Y caus by X"	"0.0"
"pos"	"X caus by Y"	"X occur in Y"	"0.0"
"pos"	"X reliev Y"	"Y requir X"	"0.0"
"pos"	"X provid by Y"	"Y recommend for X"	"0.0"
"pos"	"X combin with Y"	"X us with Y"	"0.0"
"pos"	"X develop into Y"	"X associ with Y"	"0.0"
"pos"	"X occur in Y"	"Y suffer from X"	"0.0"
"pos"	"X accompani by Y"	"X come with Y"	"0.0"
"pos"	"X follow by Y"	"X produc Y"	"0.0"
"pos"	"X recommend for Y"	"X prescrib for Y"	"0.0"
"pos"	"X reliev Y"	"X us for Y"	"0.0"
"pos"	"X be in Y"	"X order for Y"	"0.0"
"pos"	"X combin with Y"	"Y join with X"	"0.0"
"pos"	"X introduc by Y"	"Y introduc X"	"0.0"
"pos"	"X encount Y"	"X meet Y"	"0.0"
"pos"	"X give to Y"	"X us for Y"	"0.0"
"pos"	"X complic Y"	"X occur with Y"	"0.0"
"pos"	"X us for Y"	"X give Y"	"0.0"
"pos"	"X cure by Y"	"X requir Y"	"0.0"
"pos"	"X follow by Y"	"Y be after X"	"0.0"
"pos"	"X develop into Y"	"X complic by Y"	"0.0"
"pos"	"X control by Y"	"Y order for X"	"0.0"
"pos"	"X kill Y"	"X us against Y"	"0.0"
"pos"	"X help Y"	"X decreas Y"	"0.0"
"pos"	"X requir for Y"	"X reliev Y"	"0.0"
"pos"	"X give Y"	"Y occur in X"	"0.0"
"pos"	"X accompani by Y"	"X occur with Y"	"0.0"
"pos"	"X reliev by Y"	"X treat by Y"	"0.0"
"pos"	"X penetr Y"	"X fertil Y"	"0.0"
"pos"	"X be in Y"	"X reduc Y"	"0.0"
"pos"	"X occur dure Y"	"X be dure Y"	"0.0"
"pos"	"X reliev by Y"	"Y allevi X"	"0.0"
"pos"	"X correct Y"	"X us for Y"	"0.0"
"pos"	"X indic for Y"	"X afford Y"	"0.0"
"pos"	"X achiev with Y"	"Y offer X"	"0.0"
"pos"	"X affect by Y"	"Y affect X"	"0.0"
"pos"	"X suggest Y"	"Y present with X"	"0.0"
"pos"	"X us against Y"	"Y control with X"	"0.0"
"pos"	"X occur in Y"	"X affect Y"	"0.0"
"pos"	"X provid Y"	"X contain Y"	"0.0"
"pos"	"X meet Y"	"Y unit with X"	"0.0"
"pos"	"X kill Y"	"Y die from X"	"0.0"
"pos"	"X inactiv Y"	"Y inactiv by X"	"0.0"
"pos"	"X us for Y"	"X give for Y"	"0.0"
"pos"	"X treat with Y"	"Y be against X"	"0.0"
"pos"	"X manifest as Y"	"Y associ with X"	"0.0"
"pos"	"X treat by Y"	"Y need for X"	"0.0"
"pos"	"X be with Y"	"Y be in X"	"0.0"
"pos"	"X prevent by Y"	"X treat by Y"	"0.0"
"pos"	"X caus by Y"	"Y progress to X"	"0.0"
"pos"	"X indic Y"	"Y result in X"	"0.0"
"pos"	"X control with Y"	"Y elimin X"	"0.0"
"pos"	"X caus by Y"	"Y manifest as X"	"0.0"
"pos"	"X produc Y"	"X develop Y"	"0.0"
"pos"	"X reliev with Y"	"Y give for X"	"0.0"
"pos"	"X help Y"	"X reduc Y"	"0.0"
"pos"	"X make from Y"	"X prepar from Y"	"0.0"
"pos"	"X provid Y"	"Y afford by X"	"0.0"
"pos"	"X enter Y"	"X be in Y"	"0.0"
"pos"	"X character by Y"	"X lead to Y"	"0.0"
"pos"	"X treat by Y"	"Y erad X"	"0.0"
"pos"	"X prevent Y"	"X us against Y"	"0.0"
"pos"	"X affect Y"	"X involv Y"	"0.0"
"pos"	"X suggest Y"	"Y be in X"	"0.0"
"pos"	"X afford Y"	"Y obtain with X"	"0.0"
"pos"	"X carri Y"	"X spread Y"	"0.0"
"pos"	"X lead to Y"	"X develop into Y"	"0.0"
"pos"	"X appear as Y"	"X character by Y"	"0.0"
"pos"	"X produc Y"	"X releas Y"	"0.0"
"pos"	"X reduc Y"	"X need for Y"	"0.0"
"pos"	"X caus Y"	"Y be from X"	"0.0"
"pos"	"X decreas Y"	"X reduc Y"	"0.0"
"pos"	"X infect with Y"	"Y infect X"	"0.0"
"pos"	"X administ to Y"	"X give to Y"	"0.0"
"pos"	"X present with Y"	"Y occur with X"	"0.0"
"pos"	"X find in Y"	"Y carri X"	"0.0"
"pos"	"X decreas Y"	"Y respond to X"	"0.0"
"pos"	"X accompani by Y"	"X develop with Y"	"0.0"
"pos"	"X deriv from Y"	"Y convert into X"	"0.0"
"pos"	"X involv Y"	"X character by Y"	"0.0"
"pos"	"X follow Y"	"Y complic by X"	"0.0"
"pos"	"X correct by Y"	"Y us for X"	"0.0"
"pos"	"X occur with Y"	"X occur in Y"	"0.0"
"pos"	"X transmit through Y"	"X transmit by Y"	"0.0"
"pos"	"X us as Y"	"X us for Y"	"0.0"
"pos"	"X requir Y"	"X control with Y"	"0.0"
"pos"	"X produc by Y"	"Y secret X"	"0.0"
"pos"	"X offer Y"	"X us for Y"	"0.0"
"pos"	"X indic for Y"	"X control Y"	"0.0"
"pos"	"X convert Y"	"X digest Y"	"0.0"
"pos"	"X be in Y"	"Y suggest X"	"0.0"
"pos"	"X produc Y"	"Y suggest X"	"0.0"
"pos"	"X achiev with Y"	"Y be for X"	"0.0"
"pos"	"X confus with Y"	"X mistak for Y"	"0.0"
"pos"	"X us in Y"	"X develop for Y"	"0.0"
"pos"	"X associ with Y"	"Y accompani X"	"0.0"
"pos"	"X isol from Y"	"X find in Y"	"0.0"
"pos"	"X complic by Y"	"X lead to Y"	"0.0"
"pos"	"X recommend for Y"	"X requir for Y"	"0.0"
"pos"	"X accompani with Y"	"Y accompani X"	"0.0"
"pos"	"X requir Y"	"Y requir for X"	"0.0"
"pos"	"X follow by Y"	"Y complic X"	"0.0"
"pos"	"X produc Y"	"Y produc in X"	"0.0"
"pos"	"X caus Y"	"X impli Y"	"0.0"
"pos"	"X accompani by Y"	"Y accompani X"	"0.0"
